weight,quality,color,clarity,depth_percent,table_percent,price,volume
0.93,Ideal,E,SI1,0.62,0.56,8.338,152.925625
0.5,Very Good,F,VS2,0.63,0.57,7.148,81.67038
1.19,Ideal,J,SI2,0.617,0.56,8.414,196.1018
0.24,Ideal,G,IF,0.613,0.57,6.326,39.6552
0.75,Premium,E,SI2,0.619,0.57,7.948,123.88219200000002
1.09,Ideal,D,SI2,0.617,0.59,8.596,179.783312
0.37,Ideal,H,SI1,0.597,0.56,6.279,61.58796
0.7,Ideal,G,SI1,0.624,0.56,7.815,114.007116
1.51,Ideal,G,VS1,0.616,0.56,9.594,245.053974
0.52,Ideal,G,VVS2,0.627,0.55,7.553,84.90496000000002
0.43,Ideal,G,VVS2,0.609,0.57,6.962,70.58205000000001
0.3,Ideal,E,VVS2,0.611,0.57,6.73,50.14436
0.9,Good,F,VS2,0.636,0.59,8.351,143.292942
1.99,Fair,H,VS2,0.605,0.63,9.782,327.85486
0.33,Premium,G,VS2,0.593,0.61,6.611,54.067233
0.41,Good,F,VVS2,0.5920000000000001,0.63,7.048,67.36865800000001
0.5,Ideal,E,VS2,0.623,0.57,7.352,80.65008
0.7,Ideal,G,VS1,0.614,0.57,8.018,114.64011
1.5,Premium,F,VS1,0.622,0.6,9.662,240.41163
0.27,Ideal,I,VVS2,0.612,0.56,6.375,44.943360000000006
0.3,Ideal,H,VVS2,0.627,0.53,6.38,50.03856000000001
0.36,Premium,D,VS2,0.591,0.58,6.748,59.5881
0.71,Very Good,E,SI1,0.6,0.56,8.046,118.00737
0.9,Very Good,E,SI2,0.626,0.58,8.269,144.29184
1.21,Ideal,H,VS1,0.624,0.53,8.963,200.065726
0.37,Premium,F,SI1,0.616,0.59,6.673,61.705644
0.34,Ideal,E,VVS2,0.623,0.55,6.717,57.154557
1.35,Ideal,D,VS2,0.613,0.57,9.269,220.405412
0.5,Very Good,G,SI1,0.606,0.56,7.092,82.588896
0.31,Premium,F,VS2,0.597,0.6,6.687,51.03199399999999
0.7,Ideal,E,SI1,0.611,0.56,8.111,116.9872
0.39,Ideal,F,SI1,0.625,0.55,6.576,63.055044
0.34,Premium,D,VS2,0.593,0.58,6.94,55.32254
0.4,Very Good,F,VS1,0.625,0.57,6.89,65.082192
0.38,Very Good,G,SI1,0.624,0.59,6.501,61.337088
1.05,Very Good,F,VS2,0.628,0.57,8.826,169.69176000000002
1.46,Ideal,H,SI1,0.624,0.55,9.089,236.92574399999995
0.91,Ideal,J,VS1,0.607,0.57,8.092,147.809242
0.23,Premium,D,VVS2,0.604,0.59,6.522,37.92
0.79,Ideal,I,VS1,0.617,0.59,7.968,129.70807599999998
0.32,Ideal,E,VVS1,0.622,0.55,6.718,52.61174100000001
1.2,Good,D,I1,0.636,0.6,8.377,190.943424
0.9,Very Good,D,SI1,0.616,0.54,8.264,147.93375
1.71,Very Good,J,VS1,0.619,0.59,9.252,276.44012000000004
1.01,Fair,E,SI1,0.647,0.59,8.338,151.88054700000004
0.72,Ideal,G,VS1,0.626,0.53,7.918,120.187008
1.55,Very Good,I,VS1,0.59,0.58,9.279,258.418944
0.34,Ideal,H,VS1,0.623,0.55,6.64,55.42208000000001
1.01,Premium,H,SI1,0.588,0.62,8.341,166.360596
1.14,Premium,H,SI1,0.625,0.58,8.507,187.078826
0.5,Very Good,D,VS2,0.628,0.58,7.469,80.84165700000001
0.54,Very Good,F,VS1,0.61,0.58,7.503,88.03200000000001
0.32,Very Good,H,VVS1,0.612,0.57,6.51,52.19622199999999
1.2,Good,H,VS2,0.626,0.56,8.775,191.988056
0.72,Ideal,F,VS1,0.62,0.56,7.965,117.49708800000002
1.15,Premium,G,SI1,0.62,0.58,8.471,188.582412
0.9,Very Good,D,VS1,0.591,0.6,8.665,144.99264000000002
0.59,Ideal,E,VVS2,0.62,0.55,7.88,96.851984
0.31,Ideal,E,VVS2,0.617,0.56,6.704,50.59518400000001
0.77,Ideal,J,SI1,0.616,0.55,7.672,126.357033
1.51,Very Good,F,VS2,0.619,0.63,9.543,241.19172
0.9,Premium,G,SI1,0.602,0.59,8.263,146.873496
1.18,Ideal,G,VVS1,0.611,0.57,9.115,192.920832
1.08,Very Good,I,SI1,0.605,0.6,8.361,177.236574
1.01,Premium,F,VS2,0.614,0.57,8.843,167.11821
0.3,Ideal,F,VS2,0.623,0.57,6.654,50.08511
0.72,Very Good,E,SI1,0.621,0.57,7.855,116.147125
0.33,Ideal,F,VVS1,0.621,0.56,6.968,54.531528
0.3,Ideal,H,VS2,0.624,0.54,6.196,50.50458
1.01,Fair,D,SI2,0.6459999999999999,0.58,9.211,155.77499999999998
1.21,Ideal,D,VVS2,0.613,0.57,9.423,198.40888
0.7,Very Good,G,SI1,0.633,0.61,7.689,109.7124
1.01,Very Good,E,VS2,0.623,0.58,8.75,164.862
1.02,Premium,I,VS2,0.62,0.58,8.403,166.6672
0.31,Ideal,D,VVS2,0.612,0.59,6.691,51.413924
0.71,Ideal,H,VVS2,0.615,0.54,7.861,118.1866
0.59,Ideal,D,SI2,0.602,0.57,7.36,97.24347199999998
0.7,Ideal,G,VS2,0.6,0.57,7.876,118.21328
1.51,Premium,J,VVS2,0.629,0.58,9.097,241.521301
0.54,Premium,D,VS2,0.609,0.58,7.545,90.107514
1.02,Very Good,G,SI1,0.608,0.6,8.469,169.02275
1.69,Ideal,I,VS2,0.605,0.56,9.521,282.05566200000004
0.83,Very Good,I,VS2,0.616,0.58,7.96,136.978655
0.32,Ideal,E,IF,0.626,0.55,7.065,53.11845
1.39,Ideal,G,VVS2,0.614,0.54,9.43,234.01464
1.01,Premium,E,I1,0.598,0.58,8.13,168.17623200000003
0.31,Premium,D,VS2,0.617,0.59,6.848,49.943418
0.73,Ideal,F,SI2,0.627,0.57,7.73,120.51885
0.53,Ideal,E,VS2,0.627,0.54,7.503,86.43348
0.57,Ideal,I,VS1,0.616,0.56,7.212,93.815995
1.51,Premium,G,VS1,0.624,0.59,9.521,239.09340000000003
0.54,Premium,F,VS2,0.624,0.55,7.503,88.217025
1.47,Very Good,H,SI2,0.626,0.58,8.914,234.117708
0.52,Ideal,G,VVS2,0.617,0.56,7.607,84.34123199999999
0.23,Ideal,G,VVS1,0.615,0.57,6.284,38.009574
1.2,Ideal,F,VS2,0.619,0.53,9.068,195.991992
1.0,Very Good,E,VS1,0.612,0.57,8.854,164.328295
0.71,Premium,D,SI2,0.617,0.59,7.926,113.638707
0.4,Ideal,G,VVS1,0.614,0.55,7.024,65.379552
1.01,Very Good,H,VVS1,0.606,0.56,8.815,167.65775000000002
0.3,Ideal,G,VVS2,0.615,0.55,6.778,49.2264
0.46,Ideal,D,VS2,0.624,0.56,7.123,76.41810000000001
1.02,Premium,F,SI2,0.6,0.6,8.363,168.60525300000003
1.23,Premium,I,VS1,0.616,0.58,8.636,199.63908
1.0,Premium,F,VVS1,0.61,0.6,9.2,160.652907
1.12,Ideal,D,VS1,0.611,0.57,9.179,184.869
1.27,Ideal,G,VVS1,0.617,0.56,9.288,208.5801
0.4,Ideal,F,VVS2,0.617,0.56,6.992,65.328576
1.23,Ideal,H,VS2,0.59,0.57,8.765,204.01713
1.01,Premium,G,SI1,0.628,0.59,8.435,163.47246199999998
1.09,Ideal,H,SI2,0.62,0.57,8.358,176.64564
0.31,Ideal,D,SI1,0.622,0.55,6.596,51.397318000000006
0.9,Very Good,J,VS2,0.635,0.56,8.054,144.84816
1.01,Premium,F,SI1,0.606,0.58,8.623,167.65617
1.23,Very Good,E,SI1,0.5920000000000001,0.62,8.874,205.296
0.31,Very Good,D,SI2,0.618,0.6,6.136,50.900449
0.32,Ideal,G,SI2,0.616,0.56,6.129,53.018240000000006
1.12,Premium,I,SI1,0.613,0.58,8.313,183.22572
1.01,Very Good,H,VVS1,0.611,0.58,8.821,162.483885
0.3,Good,G,VVS2,0.626,0.58,6.519,48.5673
1.56,Ideal,H,SI2,0.623,0.55,8.812,249.312735
0.62,Ideal,G,VVS2,0.626,0.57,7.827,101.097634
0.31,Premium,G,VS2,0.612,0.58,6.299,50.21654400000001
1.51,Good,I,SI1,0.625,0.57,9.017,241.4685
0.72,Premium,E,SI1,0.609,0.6,7.96,116.45197199999998
0.7,Ideal,E,VS1,0.623,0.54,8.115,114.609978
0.4,Very Good,G,SI2,0.619,0.61,6.39,64.913352
1.24,Premium,D,SI2,0.614,0.59,8.849,200.805291
0.52,Very Good,I,SI1,0.625,0.59,6.886,82.384896
0.41,Very Good,I,VVS1,0.631,0.58,6.742,65.88410400000001
1.14,Ideal,H,VS2,0.617,0.57,8.689,186.119496
0.52,Very Good,E,VS1,0.618,0.6,7.611,84.93438799999998
0.37,Good,H,SI1,0.64,0.55,6.269,60.243111000000006
1.01,Ideal,G,SI2,0.621,0.59,8.345,164.96455500000002
0.8,Premium,J,VS1,0.616,0.6,7.697,127.135008
0.3,Premium,G,VVS1,0.624,0.59,6.808,48.907725
1.03,Premium,D,SI2,0.617,0.58,8.469,168.22
1.06,Ideal,G,SI1,0.605,0.57,8.593,175.0304
1.03,Premium,G,SI2,0.599,0.6,8.392,166.72240000000002
1.01,Ideal,H,VS2,0.617,0.56,8.689,166.09136999999998
0.25,Very Good,E,VVS2,0.617,0.57,6.306,42.528288
1.18,Ideal,G,VS1,0.613,0.56,9.038,193.956291
0.52,Premium,D,VS2,0.624,0.58,7.519,83.296323
0.3,Ideal,G,VVS1,0.623,0.54,6.639,50.7384
0.28,Very Good,F,VVS2,0.597,0.59,6.465,46.49364
0.55,Ideal,E,VVS1,0.629,0.57,7.867,89.98972499999999
0.38,Premium,D,VVS1,0.614,0.59,7.244,61.49103
1.6,Ideal,H,SI1,0.627,0.56,9.164,259.179863
0.7,Premium,F,SI1,0.619,0.59,7.793,114.68934699999998
0.34,Ideal,D,I1,0.625,0.57,6.273,56.19684
1.54,Ideal,G,SI2,0.617,0.56,9.162,252.49723200000005
1.11,Ideal,E,SI1,0.614,0.58,8.747,179.883936
0.52,Ideal,G,SI1,0.612,0.55,7.253,85.819932
0.31,Ideal,E,VS2,0.598,0.57,6.544,52.35817
0.72,Ideal,D,SI1,0.615,0.565,8.027,118.39392
0.32,Premium,G,VS2,0.599,0.57,6.579,54.229593
0.8,Premium,J,SI2,0.602,0.59,7.612,130.74173000000002
1.03,Premium,H,VS2,0.63,0.59,8.587,166.242768
0.41,Very Good,E,SI2,0.628,0.58,6.458,65.66375200000002
0.42,Premium,G,VS1,0.608,0.59,6.825,68.06829499999999
0.52,Very Good,J,VVS1,0.617,0.555,7.217,85.595037
1.18,Ideal,I,SI1,0.615,0.56,8.59,192.996452
0.32,Ideal,G,VS1,0.613,0.55,6.561,53.620720000000006
0.53,Premium,F,VS2,0.614,0.6,7.397,86.091082
0.52,Ideal,D,VVS2,0.614,0.56,7.742,87.02720000000001
0.31,Ideal,H,VVS2,0.624,0.56,6.687,51.705024
0.71,Ideal,F,VS1,0.615,0.56,8.219,115.7728
0.55,Premium,F,SI2,0.606,0.58,7.069,89.998128
0.33,Ideal,J,VS1,0.621,0.55,6.323,53.8461
0.31,Premium,F,VS2,0.594,0.58,6.619,50.949830000000006
0.93,Very Good,I,VS1,0.626,0.59,8.302,148.04298
0.33,Premium,H,VS1,0.624,0.6,6.541,53.36044999999999
0.34,Ideal,I,SI1,0.623,0.55,6.378,54.72799799999999
0.31,Premium,G,VVS2,0.618,0.58,6.81,50.47833600000001
0.5,Premium,E,VS1,0.622,0.58,7.424,79.918652
0.91,Very Good,F,SI2,0.624,0.58,8.205,147.89860199999998
0.41,Ideal,E,VVS2,0.615,0.55,7.079,68.481672
1.52,Very Good,G,VS2,0.629,0.6,9.396,244.265112
0.58,Ideal,G,SI1,0.614,0.55,7.193,96.340198
0.27,Premium,E,VVS1,0.606,0.58,6.683,44.59224
0.61,Very Good,F,SI2,0.629,0.5660000000000001,7.27,99.6914
0.51,Ideal,F,VVS1,0.609,0.57,7.7,84.95217600000001
0.38,Ideal,J,VS2,0.621,0.54,6.277,63.24465000000001
0.56,Very Good,H,SI1,0.613,0.6,7.088,88.91836800000002
0.51,Ideal,D,VVS2,0.613,0.57,7.908,83.973208
0.43,Ideal,D,SI1,0.625,0.55,6.901,69.78384
0.9,Very Good,G,SI2,0.631,0.55,8.147,146.51190400000002
0.75,Premium,E,VS2,0.621,0.57,8.014,124.00443
0.8,Very Good,G,SI1,0.629,0.56,8.029,130.14792
1.0,Premium,D,SI2,0.616,0.6,8.468,157.659411
0.52,Ideal,H,VVS1,0.617,0.53,7.546,87.73695000000001
0.3,Ideal,F,IF,0.607,0.56,7.031,50.49044999999999
0.72,Very Good,H,VS1,0.622,0.54,7.965,118.03276799999998
0.53,Ideal,E,SI1,0.614,0.56,7.255,87.634284
1.71,Premium,I,VS2,0.628,0.59,9.389,270.187584
0.45,Ideal,F,SI1,0.608,0.56,6.835,73.75132099999999
1.11,Very Good,E,SI2,0.6,0.61,8.336,179.20128599999998
0.81,Very Good,H,SI1,0.591,0.57,7.849,135.802128
1.33,Very Good,F,SI1,0.633,0.56,9.007,210.827555
0.31,Ideal,G,VS2,0.614,0.57,6.353,51.06204
0.62,Ideal,D,SI1,0.616,0.55,7.567,102.547161
1.01,Premium,F,SI1,0.63,0.58,8.441,158.466486
0.32,Ideal,G,VS1,0.616,0.55,6.5,54.82125
1.01,Ideal,F,SI1,0.617,0.56,8.688,166.76604000000003
0.53,Good,E,SI1,0.6409999999999999,0.54,7.194,86.74940400000001
0.57,Ideal,D,VS2,0.618,0.57,7.578,92.308384
1.58,Ideal,I,SI1,0.623,0.55,9.155,257.871712
1.54,Premium,D,VS2,0.594,0.59,9.375,258.54975
0.72,Ideal,E,VS2,0.62,0.57,7.953,116.35267
1.5,Very Good,E,SI2,0.633,0.57,8.953,241.591896
0.31,Ideal,E,VVS1,0.613,0.56,6.763,51.84168
0.31,Premium,G,VVS1,0.614,0.58,6.704,49.98672
1.2,Ideal,J,VS1,0.618,0.55,8.525,192.889164
1.02,Premium,I,SI1,0.627,0.58,8.349,166.360012
1.21,Very Good,I,SI2,0.632,0.57,8.52,188.30484
1.03,Premium,F,SI1,0.609,0.61,8.534,168.7647
1.03,Ideal,G,SI2,0.621,0.57,8.405,164.965752
0.32,Ideal,E,VS1,0.617,0.56,6.613,53.454492
0.4,Ideal,I,VVS2,0.616,0.56,6.646,66.2473
0.3,Very Good,H,SI1,0.601,0.55,6.068,50.993712
0.3,Fair,D,SI2,0.6459999999999999,0.54,6.284,50.3217
0.71,Premium,D,VS2,0.5920000000000001,0.59,8.076,117.2586
0.41,Good,H,SI1,0.633,0.56,6.526,66.75294600000001
0.53,Premium,E,VS2,0.616,0.57,7.503,86.36096
1.51,Good,D,SI1,0.636,0.61,9.325,234.72599999999997
0.35,Ideal,F,VVS2,0.621,0.56,6.613,58.12358399999999
0.56,Premium,D,VS2,0.611,0.58,7.582,91.9815
0.32,Ideal,F,VS2,0.626,0.57,6.561,52.997175000000006
0.44,Very Good,G,VVS2,0.609,0.57,6.986,72.08202299999999
0.7,Ideal,G,VS2,0.621,0.55,7.771,110.22920700000002
0.75,Ideal,E,SI1,0.617,0.56,7.994,123.542864
0.52,Very Good,D,SI1,0.632,0.57,7.277,85.26546000000002
0.24,Very Good,D,VVS1,0.619,0.54,6.198,39.778704
0.5,Premium,D,SI1,0.63,0.6,7.37,80.936724
0.31,Premium,F,VS2,0.593,0.6,6.687,50.529339
1.5,Premium,D,I1,0.617,0.62,8.748,236.128256
0.71,Good,E,SI2,0.622,0.56,7.779,111.848958
0.56,Premium,E,VS2,0.621,0.57,7.557,91.61368
0.71,Ideal,F,VS1,0.609,0.56,8.219,117.393408
0.4,Very Good,G,SI1,0.6,0.63,6.802,65.57376
1.11,Ideal,D,VVS2,0.623,0.56,9.425,180.281312
0.51,Very Good,F,VS1,0.6,0.59,7.427,84.363552
0.35,Ideal,F,VVS2,0.616,0.58,6.678,56.6703
0.52,Premium,D,VS2,0.612,0.58,7.508,85.05744
1.53,Very Good,H,VS1,0.595,0.63,9.218,248.64108
0.76,Premium,E,SI2,0.6,0.59,7.783,124.41330000000002
0.47,Very Good,F,SI2,0.633,0.59,6.964,73.58526
0.52,Ideal,E,VS2,0.611,0.55,7.504,87.6928
0.32,Premium,H,VVS2,0.616,0.55,6.719,53.575704
0.72,Premium,J,SI2,0.603,0.58,7.419,115.853724
0.32,Ideal,G,VVS2,0.616,0.55,6.562,53.018240000000006
0.6,Very Good,F,VS2,0.608,0.56,7.728,99.15512
1.25,Premium,G,VS2,0.612,0.57,8.981,203.62388
1.07,Very Good,F,IF,0.594,0.59,9.307,176.17248
0.3,Ideal,E,VS2,0.626,0.56,6.489,50.15439000000001
0.76,Ideal,E,SI1,0.606,0.57,7.993,125.816217
0.42,Ideal,F,VS1,0.614,0.57,7.006,68.10783
0.57,Premium,E,SI2,0.607,0.57,7.185,94.82018999999998
0.71,Premium,F,SI2,0.616,0.59,7.817,115.898725
0.41,Ideal,G,VS1,0.617,0.57,6.801,68.05572799999999
1.01,Very Good,G,SI1,0.599,0.56,8.474,166.4487
0.53,Good,I,VS1,0.643,0.55,7.182,87.788151
0.46,Good,F,VS1,0.5920000000000001,0.63,7.113,74.69550000000001
1.11,Premium,I,VS2,0.63,0.53,8.465,182.469192
0.7,Good,E,SI2,0.607,0.61,7.785,112.415054
0.7,Ideal,F,VVS1,0.61,0.57,8.189,115.1136
1.32,Ideal,I,VVS1,0.61,0.56,9.048,216.545616
1.05,Premium,E,SI1,0.625,0.59,8.691,168.8518
0.3,Premium,I,SI1,0.614,0.58,6.227,49.34035
0.31,Very Good,H,IF,0.613,0.55,6.657,51.72332
1.0,Ideal,E,VS2,0.62,0.55,8.707,162.60961200000003
0.37,Premium,F,VS2,0.627,0.58,6.864,59.59953999999999
0.73,Ideal,E,VS2,0.617,0.57,8.152,117.98425
0.35,Premium,D,SI1,0.618,0.59,6.718,58.17374399999999
0.32,Ideal,F,VVS1,0.614,0.56,6.816,52.82332
0.26,Very Good,F,VVS1,0.608,0.58,6.521,43.293096
1.12,Premium,D,SI2,0.605,0.59,8.563,185.342976
1.54,Very Good,J,SI1,0.612,0.59,8.916,251.180475
0.51,Ideal,F,VVS2,0.617,0.56,7.695,82.83718800000001
0.71,Premium,F,VS2,0.626,0.58,7.956,115.05564
0.45,Very Good,G,SI2,0.597,0.61,6.639,73.50750000000001
0.7,Very Good,G,VVS2,0.602,0.61,8.024,111.435212
1.23,Ideal,G,SI1,0.614,0.56,8.781,203.81045000000003
1.75,Ideal,H,I1,0.615,0.55,8.91,288.2101
1.5,Good,H,SI2,0.638,0.57,8.597,235.775652
1.57,Very Good,I,VS1,0.627,0.58,9.276,256.011795
0.58,Ideal,G,VS1,0.626,0.54,7.541,94.24566
0.36,Premium,F,SI1,0.616,0.6,6.646,59.020908
0.51,Ideal,D,VS2,0.619,0.56,7.488,83.261318
1.0,Very Good,F,SI2,0.617,0.58,8.24,157.16323200000002
0.93,Very Good,D,I1,0.634,0.6,7.87,148.60737
0.32,Ideal,H,VVS2,0.618,0.55,6.469,52.658112
0.35,Ideal,E,VS1,0.616,0.551,6.648,58.428892
0.35,Very Good,F,VVS1,0.623,0.56,6.812,58.586943000000005
0.31,Premium,E,VS2,0.61,0.59,6.771,50.56527
1.01,Very Good,F,SI2,0.607,0.57,8.295,162.160212
1.41,Very Good,F,SI2,0.614,0.59,8.884,227.66184
0.96,Ideal,G,SI2,0.621,0.57,8.261,154.939224
1.13,Ideal,G,VS1,0.615,0.56,8.994,186.503779
1.21,Ideal,I,SI1,0.624,0.55,8.56,195.768432
1.04,Premium,E,SI2,0.624,0.57,8.495,169.111572
0.3,Ideal,I,VS1,0.614,0.56,6.196,49.34035
1.01,Good,F,SI1,0.616,0.63,8.48,164.903478
0.31,Premium,F,VS2,0.624,0.58,6.687,50.50458
0.7,Very Good,I,VVS2,0.634,0.59,7.789,110.41968
0.53,Very Good,F,VVS2,0.596,0.56,7.539,88.42849199999999
1.02,Ideal,D,IF,0.63,0.57,9.653,162.711765
0.32,Ideal,G,IF,0.619,0.55,6.822,53.09085600000001
0.9,Good,D,SI1,0.638,0.58,8.341,145.59363
1.17,Ideal,H,SI1,0.611,0.57,8.759,192.354656
0.28,Ideal,D,VS2,0.612,0.57,6.188,45.83628000000001
0.42,Very Good,G,SI1,0.617,0.55,6.82,68.05572799999999
0.35,Ideal,D,VVS1,0.608,0.55,7.193,58.77972
0.32,Ideal,G,VS1,0.619,0.55,6.4,53.09304
0.35,Premium,E,VS2,0.616,0.58,6.892,57.83791999999999
0.41,Premium,E,VS1,0.619,0.59,6.984,67.77215999999999
1.02,Good,F,SI1,0.633,0.58,8.507,163.523295
1.11,Ideal,I,SI1,0.614,0.6,8.487,178.90295500000005
1.06,Very Good,F,SI1,0.634,0.58,8.616,171.35621999999998
0.9,Very Good,E,SI1,0.628,0.58,8.468,143.353728
0.33,Ideal,G,VVS1,0.624,0.56,6.709,54.16362
1.0,Good,D,SI1,0.642,0.56,8.638,157.530534
0.32,Ideal,H,VS1,0.602,0.56,6.33,53.62676400000001
0.3,Ideal,I,VVS1,0.624,0.56,6.314,49.96944
0.31,Ideal,I,VS1,0.613,0.556,6.24,51.72332
0.33,Premium,D,SI2,0.627,0.58,6.447,53.43332399999999
0.38,Ideal,I,SI1,0.623,0.56,6.365,60.859498
1.02,Good,J,SI2,0.634,0.56,8.17,165.36636
0.33,Ideal,I,IF,0.621,0.55,6.792,53.8461
0.7,Very Good,E,SI1,0.591,0.63,7.689,118.40431399999996
1.0,Ideal,J,VS1,0.623,0.56,8.329,163.68336599999998
0.97,Premium,G,SI1,0.626,0.58,8.389,150.010848
0.38,Ideal,F,IF,0.622,0.55,7.242,62.488736
0.7,Ideal,I,VS1,0.618,0.55,7.812,114.162048
1.18,Premium,J,SI2,0.613,0.6,8.342,193.101858
0.32,Premium,G,VVS2,0.612,0.59,6.842,52.62732000000001
1.01,Good,H,VS2,0.635,0.61,8.509,157.35283200000003
0.32,Premium,E,VS2,0.605,0.58,6.802,53.706240000000015
0.47,Ideal,E,VVS2,0.616,0.56,7.656,76.44207899999999
1.0,Ideal,I,VS2,0.625,0.55,8.414,163.0704
1.51,Very Good,F,SI1,0.632,0.57,9.15,244.11372
0.33,Ideal,E,SI1,0.596,0.57,6.217,54.713793
0.5,Good,E,SI1,0.64,0.57,6.994,80.730216
0.38,Ideal,H,IF,0.589,0.58,6.97,63.16492
0.3,Ideal,F,VS1,0.623,0.56,6.402,48.49924800000001
1.66,Good,J,VS2,0.644,0.54,9.047,271.31559
0.4,Ideal,I,SI1,0.623,0.55,6.436,66.139
1.53,Premium,J,VVS1,0.616,0.59,9.147,246.59691
0.31,Very Good,E,VVS2,0.614,0.6,6.704,50.522808
0.46,Ideal,F,SI2,0.621,0.547,6.746,75.92508000000001
0.39,Ideal,G,IF,0.601,0.57,7.393,64.43793000000001
0.32,Very Good,H,VS2,0.63,0.57,6.225,51.846554000000005
0.42,Ideal,D,VS2,0.627,0.55,6.844,69.350099
0.55,Very Good,F,SI1,0.631,0.56,7.221,90.26424
0.32,Ideal,D,VS2,0.624,0.57,6.631,51.705024
0.43,Good,E,SI2,0.636,0.55,6.506,70.94304000000001
0.34,Ideal,G,VVS1,0.621,0.55,6.797,55.670612
1.01,Premium,E,VVS2,0.618,0.59,9.181,162.45424799999998
0.8,Ideal,H,VS2,0.606,0.56,8.056,134.55100800000002
1.29,Very Good,G,SI2,0.632,0.54,8.305,212.047536
0.26,Very Good,G,VS2,0.624,0.57,5.984,43.138048
1.07,Ideal,E,SI2,0.614,0.57,8.593,176.14827
1.17,Premium,D,VS1,0.617,0.59,9.222,189.256704
1.01,Premium,G,VVS2,0.607,0.58,8.97,167.14346
0.71,Very Good,F,VS2,0.63,0.54,8.109,117.3744
1.02,Very Good,H,VS2,0.624,0.57,8.624,161.7472
0.62,Premium,G,VS2,0.609,0.59,7.518,101.33616
1.2,Very Good,H,VS1,0.602,0.57,8.992,198.91456
1.0,Good,E,VS2,0.615,0.62,8.712,160.71892200000002
1.38,Very Good,F,VS1,0.614,0.61,9.331,221.53278
0.35,Premium,F,VS2,0.62,0.59,6.809,57.662605
0.77,Premium,J,VS2,0.623,0.58,7.491,123.37644
1.2,Ideal,G,VVS2,0.622,0.55,9.149,195.018651
0.36,Very Good,E,SI1,0.629,0.56,6.447,59.07730399999999
0.6,Very Good,G,VS2,0.629,0.59,7.48,97.46737
0.59,Ideal,E,SI1,0.622,0.55,7.353,98.158368
1.5,Very Good,I,VS2,0.63,0.57,9.067,237.51
0.71,Premium,D,VVS1,0.5920000000000001,0.59,8.351,119.157024
1.04,Very Good,E,SI1,0.635,0.56,8.591,165.776702
0.41,Premium,G,VS1,0.607,0.58,6.868,67.55624399999999
1.2,Good,I,SI1,0.623,0.58,8.559,186.629184
0.7,Premium,G,SI1,0.59,0.62,7.763,112.8035
0.9,Very Good,F,SI1,0.604,0.6,8.281,148.125726
0.24,Premium,E,VVS1,0.607,0.58,6.565,39.431132
1.0,Very Good,E,VVS1,0.627,0.54,9.256,162.5616
1.34,Premium,E,IF,0.618,0.58,9.779,222.7368
0.52,Ideal,D,VS1,0.621,0.57,7.557,85.62996000000001
0.3,Ideal,H,IF,0.612,0.55,6.639,50.872044
0.79,Very Good,E,VS2,0.627,0.56,8.172,126.58464
0.38,Ideal,F,VVS2,0.61,0.57,7.018,63.532616
1.04,Ideal,G,VS2,0.62,0.57,8.755,170.00555000000003
1.01,Very Good,F,VS2,0.62,0.59,8.726,162.60961200000003
0.81,Very Good,F,SI1,0.613,0.57,7.958,134.7577
0.9,Premium,G,SI2,0.619,0.61,8.063,140.047206
0.36,Ideal,H,VVS1,0.62,0.5479999999999999,6.639,59.572692
1.53,Ideal,G,VVS2,0.614,0.59,9.634,249.8314
0.23,Good,F,VVS2,0.623,0.61,6.052,37.93629000000001
1.02,Ideal,G,VS2,0.626,0.57,8.686,165.68952599999997
0.32,Premium,H,VVS1,0.625,0.58,6.593,51.468112000000005
1.6,Premium,F,SI2,0.605,0.6,9.051,258.89856
0.3,Good,G,VS1,0.636,0.54,6.654,49.8236
0.9,Very Good,H,SI2,0.634,0.6,8.041,140.78361600000002
0.7,Premium,H,VS1,0.628,0.6,7.769,109.482516
0.71,Very Good,I,VVS2,0.625,0.57,7.822,116.393424
0.9,Premium,J,SI2,0.627,0.57,7.907,140.24052
1.02,Very Good,I,VS2,0.621,0.59,8.52,163.270744
1.58,Ideal,E,VS2,0.627,0.56,9.654,264.36325
0.7,Premium,F,SI1,0.623,0.58,7.694,115.13502
0.71,Premium,I,VS2,0.621,0.59,7.738,115.94655
0.3,Ideal,G,VVS2,0.606,0.57,6.528,49.537365
0.31,Very Good,E,SI1,0.635,0.55,6.548,51.55837499999999
0.8,Very Good,F,SI2,0.61,0.6,7.808,129.51484000000002
0.57,Ideal,G,VS1,0.606,0.57,7.504,95.175966
0.25,Ideal,G,VVS2,0.62,0.54,6.263,41.64048
0.5,Premium,G,VVS2,0.609,0.61,7.568,81.788616
1.0,Good,E,SI2,0.605,0.61,8.295,154.58995199999998
1.01,Very Good,E,SI2,0.609,0.58,8.426,164.93037
0.9,Ideal,H,SI1,0.615,0.57,8.201,146.45297100000002
1.05,Premium,H,VS2,0.611,0.58,8.58,171.60840000000002
1.11,Ideal,H,VVS1,0.608,0.56,9.049,184.239744
1.01,Very Good,I,SI1,0.627,0.56,8.346,163.988148
1.5,Premium,E,VS1,0.625,0.58,9.691,237.77426400000004
0.72,Very Good,E,SI2,0.635,0.59,7.773,113.674308
0.9,Very Good,D,SI2,0.603,0.63,8.17,141.607008
0.36,Ideal,E,VS1,0.616,0.57,6.998,58.428892
1.06,Ideal,G,VS1,0.611,0.57,9.022,173.782188
