weight,quality,color,clarity,table_percent,price,depth_percent
0.93,Premium,F,SI2,0.6,2.1034021791246795,0.595
0.52,Ideal,J,SI1,0.56,1.9797593184066837,0.623
0.9,Good,F,SI1,0.55,2.135112739050297,0.636
1.0,Fair,G,I1,0.56,2.0518133745623617,0.65
1.09,Ideal,J,VS2,0.54,2.125847914493992,0.62
0.5,Very Good,D,VS2,0.59,2.0068708488450007,0.591
0.36,Premium,D,VS2,0.58,1.909246164683722,0.618
0.56,Premium,D,SI2,0.58,1.9790685675330486,0.604
0.43,Premium,D,VS2,0.59,1.927164106234258,0.597
0.4,Ideal,J,SI1,0.56,1.8589507187683783,0.617
1.3,Good,J,SI1,0.58,2.1475673707274363,0.64
0.41,Very Good,D,VS1,0.58,1.9352824459802302,0.617
0.33,Good,I,SI1,0.57,1.807960848566063,0.636
0.7,Ideal,G,VS2,0.56,2.097527009226221,0.616
0.3,Premium,F,VS2,0.58,1.8570789353486976,0.616
0.3,Premium,D,VS2,0.59,1.919126065148496,0.628
1.73,Ideal,I,VS2,0.56,2.2521335494979473,0.61
0.28,Ideal,G,VS1,0.55,1.823581081551011,0.621
1.02,Premium,G,SI1,0.59,2.133100785001583,0.61
0.93,Ideal,E,SI1,0.56,2.120823379458605,0.62
0.5,Very Good,F,VS2,0.57,1.9668325972971816,0.63
1.19,Ideal,J,SI2,0.56,2.129896985168329,0.617
0.24,Ideal,G,IF,0.57,1.844668124883457,0.613
0.75,Premium,E,SI2,0.57,2.0729203246895707,0.619
1.09,Ideal,D,SI2,0.59,2.151296978780264,0.617
0.37,Ideal,H,SI1,0.56,1.8372107321319724,0.597
0.7,Ideal,G,SI1,0.56,2.05604496387344,0.624
1.51,Ideal,G,VS1,0.56,2.261137903079872,0.616
0.52,Ideal,G,VVS2,0.55,2.0219448353313108,0.627
0.43,Ideal,G,VVS2,0.57,1.940466789389247,0.609
0.3,Ideal,E,VVS2,0.57,1.9065751436566365,0.609
0.9,Good,F,VS2,0.59,2.1223812921710925,0.636
1.99,Fair,H,VS2,0.63,2.2805439621171653,0.605
0.33,Premium,G,VS2,0.61,1.888734928351441,0.593
0.41,Good,F,VVS2,0.63,1.9527438886338784,0.592
0.5,Ideal,E,VS2,0.57,1.994972385053386,0.623
0.7,Ideal,G,VS1,0.57,2.0816890142203155,0.614
1.5,Premium,F,VS1,0.6,2.268200666132215,0.622
0.27,Ideal,I,VVS2,0.56,1.8523840910444898,0.611
0.3,Ideal,H,VVS2,0.53,1.8531680973566984,0.627
0.36,Premium,D,VS2,0.58,1.909246164683722,0.591
0.71,Very Good,E,SI1,0.56,2.0851750735275965,0.6
0.9,Very Good,E,SI2,0.58,2.11251358274003,0.626
1.21,Ideal,H,VS1,0.53,2.1931049923752246,0.624
0.37,Premium,F,SI1,0.59,1.8980695339214695,0.616
0.34,Ideal,E,VVS2,0.55,1.9046416262847274,0.623
1.35,Ideal,D,VS2,0.57,2.2266754988936954,0.613
0.5,Very Good,G,SI1,0.56,1.9589673882119614,0.606
0.31,Premium,F,VS2,0.6,1.9001653430718415,0.597
0.7,Ideal,E,SI1,0.56,2.0932211650882078,0.611
0.39,Ideal,F,SI1,0.55,1.8834266577538787,0.625
0.34,Premium,D,VS2,0.58,1.937301774518713,0.593
0.4,Very Good,F,VS1,0.57,1.9300710850255671,0.625
0.38,Very Good,G,SI1,0.59,1.8719560112223317,0.624
1.05,Very Good,F,VS2,0.57,2.1777019108473556,0.628
1.46,Ideal,H,SI1,0.55,2.2070648911366333,0.624
0.91,Ideal,J,VS1,0.57,2.090875919305499,0.607
0.23,Premium,D,VVS2,0.59,1.8751810773671274,0.604
0.79,Ideal,I,VS1,0.59,2.075433520282297,0.617
0.32,Ideal,E,VVS1,0.55,1.904790491190101,0.622
1.2,Good,D,I1,0.6,2.1254898551716725,0.636
0.9,Very Good,D,SI1,0.54,2.1119087318173375,0.616
1.71,Very Good,J,VS1,0.59,2.2248397443691927,0.619
1.01,Fair,E,SI1,0.59,2.120823379458605,0.647
0.72,Ideal,G,VS1,0.53,2.0691386486839387,0.626
1.55,Very Good,I,VS1,0.58,2.227753782371042,0.59
0.34,Ideal,H,VS1,0.55,1.8931119634883424,0.623
1.01,Premium,H,SI1,0.62,2.1211831132594745,0.588
1.14,Premium,H,SI1,0.58,2.1408893539937472,0.625
0.5,Very Good,D,VS2,0.58,2.0107611213749297,0.628
0.54,Very Good,F,VS1,0.58,2.0153029405635916,0.61
0.32,Very Good,H,VVS1,0.57,1.873339456220478,0.611
1.2,Good,H,VS2,0.56,2.1719067693519296,0.626
0.72,Ideal,F,VS1,0.56,2.0750569433620116,0.62
0.96,Fair,H,I1,0.62,2.0149030205422647,0.675
1.15,Premium,G,SI1,0.58,2.136648565449414,0.62
0.9,Very Good,D,VS1,0.6,2.159291923167569,0.591
0.59,Ideal,E,VVS2,0.55,2.064327903869788,0.62
0.31,Ideal,E,VVS2,0.56,1.902704363179782,0.617
0.77,Ideal,J,SI1,0.55,2.037577337581137,0.615
1.51,Very Good,F,VS2,0.63,2.2558079014351167,0.619
0.9,Premium,G,SI1,0.59,2.1117877177190474,0.602
1.18,Ideal,G,VVS1,0.57,2.209921408130626,0.611
1.08,Very Good,I,SI1,0.6,2.123578037167921,0.605
1.01,Premium,F,VS2,0.57,2.179626185593598,0.614
0.3,Ideal,F,VS2,0.57,1.895218177596285,0.623
0.72,Very Good,E,SI1,0.57,2.0611502717075845,0.621
0.33,Ideal,F,VVS1,0.56,1.9413282395502016,0.621
0.3,Ideal,H,VS2,0.54,1.823903922554622,0.624
1.01,Fair,D,SI2,0.58,2.2203984220060984,0.646
1.21,Ideal,D,VVS2,0.57,2.2431535092246193,0.613
0.7,Very Good,G,SI1,0.61,2.0397907360500436,0.633
1.01,Very Good,E,VS2,0.58,2.169053700369523,0.623
1.02,Premium,I,VS2,0.58,2.128588784946081,0.62
0.31,Ideal,D,VVS2,0.59,1.9007633398006798,0.612
0.71,Ideal,H,VVS2,0.54,2.0619138248116196,0.615
0.59,Ideal,D,SI2,0.57,1.9960599327407849,0.602
0.7,Ideal,G,VS2,0.57,2.063820160776879,0.6
1.51,Premium,J,VVS2,0.58,2.2079446888399246,0.629
0.54,Premium,D,VS2,0.58,2.020885092219812,0.609
1.02,Very Good,G,SI1,0.6,2.136412437939462,0.608
1.69,Ideal,I,VS2,0.56,2.2534998853035546,0.605
0.83,Very Good,I,VS2,0.58,2.0744289998562917,0.616
0.32,Ideal,E,IF,0.55,1.9551530161364907,0.626
1.39,Ideal,G,VVS2,0.54,2.2438960966453663,0.612
1.01,Premium,E,I1,0.58,2.0955609235597192,0.598
0.31,Premium,D,VS2,0.59,1.923956638839441,0.617
0.73,Ideal,F,SI2,0.57,2.0451088625993306,0.627
0.53,Ideal,E,VS2,0.54,2.0153029405635916,0.627
0.57,Ideal,I,VS1,0.56,1.9757463053410709,0.616
1.51,Premium,G,VS1,0.59,2.2534998853035546,0.624
0.54,Premium,F,VS2,0.55,2.0153029405635916,0.624
1.47,Very Good,H,SI2,0.58,2.187623074524364,0.626
0.52,Ideal,G,VVS2,0.56,2.029068876015164,0.617
0.23,Ideal,G,VVS1,0.57,1.8380067203933748,0.614
1.2,Ideal,F,VS2,0.53,2.2047517326452826,0.619
1.0,Very Good,E,VS1,0.57,2.180869334309949,0.612
0.71,Premium,D,SI2,0.59,2.0701484947682434,0.617
0.4,Ideal,G,VVS1,0.55,1.9493328563328156,0.614
0.71,Fair,J,SI2,0.58,1.9764393540901362,0.661
1.01,Very Good,H,VVS1,0.56,2.1764548158498336,0.606
0.3,Ideal,G,VVS2,0.55,1.9136820731848596,0.615
0.46,Ideal,D,VS2,0.56,1.9633289849962168,0.624
1.02,Premium,F,SI2,0.6,2.1238172143993888,0.6
1.23,Premium,I,VS1,0.58,2.155939512652561,0.616
1.0,Premium,F,VVS1,0.6,2.2192034840549946,0.61
1.12,Ideal,D,VS1,0.57,2.216918266236954,0.611
1.27,Ideal,G,VVS1,0.56,2.2287232443955904,0.617
2.05,Good,G,SI2,0.61,2.2720227874114056,0.637
0.4,Ideal,F,VVS2,0.56,1.9447666383532343,0.617
1.11,Good,D,SI2,0.62,2.1424163408412245,0.58
1.23,Ideal,H,VS2,0.57,2.1707665183731977,0.59
0.63,Good,J,SI1,0.64,1.9507555340517906,0.599
1.01,Premium,G,SI1,0.59,2.1323897159979315,0.628
1.09,Ideal,H,SI2,0.57,2.123219164025724,0.62
0.31,Ideal,D,SI1,0.55,1.8864634046973525,0.622
0.9,Very Good,J,VS2,0.56,2.0861688624292625,0.635
1.01,Premium,F,SI1,0.58,2.1544330519701873,0.606
1.23,Very Good,E,SI1,0.62,2.183125652956718,0.592
0.31,Very Good,D,SI2,0.6,1.8141730640649552,0.618
0.32,Ideal,G,SI2,0.56,1.8130316045035946,0.616
2.26,Premium,I,SI2,0.58,2.2716102886946152,0.62
1.12,Premium,I,SI1,0.58,2.1178205545489512,0.613
1.01,Very Good,H,VVS1,0.58,2.1771352422766297,0.611
0.3,Good,G,VVS2,0.58,1.8747209899424022,0.626
1.56,Ideal,H,SI2,0.55,2.1761144289400964,0.623
0.62,Ideal,G,VVS2,0.57,2.057579294822701,0.626
0.31,Premium,G,VS2,0.58,1.840390890639792,0.612
1.51,Good,I,SI1,0.57,2.1991116845177694,0.625
0.72,Premium,E,SI1,0.6,2.0744289998562917,0.609
0.7,Ideal,E,VS1,0.54,2.0937142009665544,0.622
1.0,Fair,H,VS1,0.68,2.1260865495028796,0.574
0.4,Very Good,G,SI2,0.61,1.8547342683894434,0.619
1.24,Premium,D,SI2,0.59,2.1803044582852134,0.614
0.52,Very Good,I,SI1,0.59,1.929490364916332,0.625
0.41,Very Good,I,VVS1,0.58,1.908356616811869,0.631
1.14,Ideal,H,VS2,0.57,2.162057857857069,0.617
0.52,Very Good,E,VS1,0.6,2.0295945692852544,0.618
0.37,Good,H,SI1,0.55,1.8356168522918315,0.64
1.01,Ideal,G,SI2,0.59,2.1216625571137984,0.621
0.8,Premium,J,VS1,0.6,2.0408306425521805,0.616
0.3,Premium,G,VVS1,0.59,1.918098391271073,0.624
1.03,Premium,D,SI2,0.58,2.136412437939462,0.617
1.06,Ideal,G,SI1,0.57,2.150947918331086,0.605
1.03,Premium,G,SI2,0.6,2.127278871093996,0.599
1.01,Ideal,H,VS2,0.56,2.162057857857069,0.616
0.25,Very Good,E,VVS2,0.57,1.8415015611228691,0.617
1.18,Ideal,G,VS1,0.56,2.201437910989088,0.611
0.52,Premium,D,VS2,0.58,2.01743315039589,0.624
0.3,Ideal,G,VVS1,0.54,1.8929613497370223,0.623
0.28,Very Good,F,VVS2,0.59,1.8664030122238209,0.597
0.55,Ideal,E,VVS1,0.57,2.0626767953471052,0.629
0.38,Premium,D,VVS1,0.59,1.9801735400211669,0.614
1.6,Ideal,H,SI1,0.56,2.215282764591249,0.627
0.7,Premium,F,SI1,0.59,2.053225894861424,0.619
0.34,Ideal,D,I1,0.57,1.8362547091146062,0.625
1.54,Ideal,G,SI2,0.56,2.2150644954645506,0.617
1.11,Ideal,E,SI1,0.58,2.168710784437718,0.614
0.52,Ideal,G,SI1,0.55,1.9814151763812753,0.612
0.31,Ideal,E,VS2,0.57,1.8785485993004458,0.596
0.72,Ideal,D,SI1,0.565,2.08281085914944,0.615
0.32,Premium,G,VS2,0.57,1.8838827581038609,0.599
0.8,Premium,J,SI2,0.59,2.029725949433903,0.602
1.03,Premium,H,VS2,0.59,2.1502494316903475,0.63
0.41,Very Good,E,SI2,0.58,1.8653196723360834,0.628
0.42,Premium,G,VS1,0.59,1.9205923410710235,0.608
0.52,Very Good,J,VVS1,0.555,1.9764393540901362,0.616
1.18,Ideal,I,SI1,0.56,2.150598735996164,0.615
0.32,Ideal,G,VS1,0.55,1.8811430303627406,0.613
0.53,Premium,F,VS2,0.6,2.0010745126057308,0.614
0.52,Ideal,D,VVS2,0.56,2.0466600521554565,0.614
0.31,Ideal,H,VVS2,0.56,1.9001653430718415,0.624
0.71,Ideal,F,VS1,0.56,2.1064485471663628,0.614
0.55,Premium,F,SI2,0.58,1.955719027188817,0.606
0.33,Ideal,J,VS1,0.55,1.8441937790764762,0.621
0.31,Premium,F,VS2,0.58,1.8899443011367858,0.594
0.93,Very Good,I,VS1,0.59,2.116496449630847,0.626
0.33,Premium,H,VS1,0.6,1.8780900589790757,0.624
0.34,Ideal,I,SI1,0.55,1.852854568587866,0.623
0.31,Premium,G,VVS2,0.58,1.918392120161421,0.618
0.5,Premium,E,VS1,0.58,2.0047179954838996,0.622
0.91,Very Good,F,SI2,0.58,2.1047437245420544,0.624
0.41,Ideal,E,VVS2,0.55,1.9571326547920522,0.615
1.52,Very Good,G,VS2,0.6,2.2402840667966664,0.629
0.58,Ideal,G,SI1,0.55,1.973108330885219,0.614
0.27,Premium,E,VVS1,0.58,1.899566988528933,0.606
0.61,Very Good,F,SI2,0.5660000000000001,1.9837562915454279,0.628
0.51,Ideal,F,VVS1,0.57,2.0412203288596382,0.609
0.38,Ideal,J,VS2,0.54,1.8368921593353946,0.621
0.56,Very Good,H,SI1,0.6,1.9584032133027798,0.613
0.51,Ideal,D,VVS2,0.57,2.0678749053083707,0.613
0.43,Ideal,D,SI1,0.55,1.9316663286384648,0.625
0.9,Very Good,G,SI2,0.55,2.097649761328505,0.631
0.75,Premium,E,VS2,0.57,2.081190012213953,0.621
0.8,Very Good,G,SI1,0.56,2.083059987202547,0.629
1.0,Premium,D,SI2,0.6,2.1362943532726186,0.616
2.12,Very Good,F,SI2,0.58,2.280441728308356,0.606
0.52,Ideal,H,VVS1,0.53,2.0210176215421187,0.617
0.3,Ideal,F,IF,0.56,1.9503289432170243,0.607
0.72,Very Good,H,VS1,0.54,2.0750569433620116,0.621
0.53,Ideal,E,SI1,0.56,1.981690886336151,0.614
1.71,Premium,I,VS2,0.59,2.23953879127641,0.628
0.45,Ideal,F,SI1,0.56,1.9220564701759129,0.608
1.11,Very Good,E,SI2,0.61,2.1205834850110112,0.6
0.81,Very Good,H,SI1,0.57,2.0603861351446766,0.591
1.33,Very Good,F,SI1,0.56,2.1980020528016055,0.633
0.31,Ideal,G,VS2,0.57,1.8489271422843963,0.614
0.62,Ideal,D,SI1,0.55,2.0237966877123847,0.616
1.01,Premium,F,SI1,0.58,2.133100785001583,0.631
0.32,Ideal,G,VS1,0.55,1.8718021769015913,0.616
1.01,Ideal,F,SI1,0.56,2.1619427631915795,0.617
0.53,Good,E,SI1,0.54,1.9732473452734323,0.641
0.57,Ideal,D,VS2,0.57,2.0252493125964093,0.618
1.58,Ideal,I,SI1,0.55,2.214300178126474,0.622
1.13,Good,D,SI2,0.64,2.1271597028879325,0.601
2.21,Premium,H,SI2,0.6,2.2584241972082757,0.613
2.02,Premium,I,VS1,0.59,2.277267285009756,0.612
2.0,Ideal,I,SI2,0.55,2.2331278279788243,0.598
1.54,Premium,D,VS2,0.59,2.2380465718564744,0.594
0.72,Ideal,E,VS2,0.57,2.073549215974998,0.62
1.5,Very Good,E,SI2,0.57,2.1919886716520187,0.633
1.1,Very Good,D,SI2,0.63,2.125847914493992,0.586
0.31,Ideal,E,VVS1,0.56,1.911466578592803,0.613
0.31,Premium,G,VVS1,0.58,1.902704363179782,0.614
1.2,Ideal,J,VS1,0.55,2.1430030231695807,0.618
1.02,Premium,I,SI1,0.58,2.1221417712118633,0.627
1.21,Very Good,I,SI2,0.57,2.1424163408412245,0.632
1.03,Premium,F,SI1,0.61,2.1440581847658082,0.609
1.03,Ideal,G,SI2,0.57,2.1288267668605787,0.621
0.32,Ideal,E,VS1,0.56,1.8890374086925255,0.617
0.4,Ideal,I,VVS2,0.56,1.8940151699324026,0.616
0.3,Very Good,H,SI1,0.55,1.8030290614862858,0.601
0.3,Fair,D,SI2,0.54,1.8380067203933748,0.646
0.71,Premium,D,VS2,0.59,2.088896700450591,0.592
0.41,Good,H,SI1,0.56,1.8757941981711288,0.633
0.53,Premium,E,VS2,0.57,2.0153029405635916,0.616
1.51,Good,D,SI1,0.61,2.2326989655298792,0.636
0.35,Ideal,F,VVS2,0.56,1.8890374086925255,0.621
0.56,Premium,D,VS2,0.58,2.025777017094143,0.611
0.32,Ideal,F,VS2,0.57,1.8811430303627406,0.626
0.44,Very Good,G,VVS2,0.57,1.9439081463846402,0.609
0.7,Ideal,G,VS2,0.55,2.050398856227105,0.621
0.75,Ideal,E,SI1,0.56,2.0786912602891316,0.617
0.52,Very Good,D,SI1,0.57,1.9847186893649493,0.632
0.24,Very Good,D,VVS1,0.54,1.8242266593655565,0.619
0.5,Premium,D,SI1,0.6,1.9974177062012453,0.63
0.31,Premium,F,VS2,0.6,1.9001653430718415,0.593
1.5,Premium,D,I1,0.62,2.1688251028145213,0.617
0.71,Good,E,SI2,0.56,2.051427795224637,0.622
0.56,Premium,E,VS2,0.57,2.022474286038583,0.621
2.14,Premium,E,SI2,0.58,2.2838099376677117,0.615
0.71,Ideal,F,VS1,0.56,2.1064485471663628,0.61
0.4,Very Good,G,SI1,0.63,1.9172166865850035,0.6
1.11,Ideal,D,VVS2,0.56,2.2433657333340746,0.623
0.51,Very Good,F,VS1,0.59,2.0051220086871595,0.6
0.35,Ideal,F,VVS2,0.58,1.8988185415214627,0.616
0.52,Premium,D,VS2,0.58,2.0159691187242625,0.612
1.53,Very Good,H,VS1,0.63,2.2211580942983167,0.595
0.76,Premium,E,SI2,0.59,2.051941867977251,0.6
2.01,Fair,E,SI2,0.56,2.2321626286975,0.655
0.47,Very Good,F,SI2,0.59,1.9407540219059427,0.633
0.52,Ideal,E,VS2,0.55,2.0154362117039235,0.611
0.32,Premium,H,VVS2,0.55,1.904939333938013,0.616
0.72,Premium,J,SI2,0.58,2.004044277207389,0.603
0.32,Ideal,G,VVS2,0.55,1.88129543453891,0.616
0.6,Very Good,F,VS2,0.56,2.044850096910217,0.608
1.25,Premium,G,VS2,0.57,2.1951112346888126,0.612
0.5,Good,E,SI2,0.58,1.9464814144236053,0.583
1.07,Very Good,F,IF,0.59,2.2307668052035736,0.594
0.3,Ideal,E,VS2,0.56,1.8701084356390314,0.626
0.7,Fair,G,VS2,0.63,2.044979488124734,0.573
0.76,Ideal,E,SI1,0.57,2.078566158643882,0.606
0.42,Ideal,F,VS1,0.57,1.946766924775295,0.614
0.57,Premium,E,SI2,0.57,1.9719955195309882,0.607
0.71,Premium,F,SI2,0.59,2.0563008492381933,0.616
0.41,Ideal,G,VS1,0.57,1.9170696601935016,0.617
1.01,Very Good,G,SI1,0.56,2.1370026522043677,0.599
0.25,Good,H,VVS1,0.64,1.7907589688944714,0.606
0.53,Good,I,VS1,0.55,1.9715778958038912,0.643
0.46,Good,F,VS1,0.63,1.9619240957513782,0.592
1.11,Premium,I,VS2,0.53,2.1359400155850987,0.63
0.7,Good,E,SI2,0.61,2.0521988052859617,0.607
0.7,Ideal,F,VVS1,0.57,2.1027917902880513,0.61
1.32,Ideal,I,VVS1,0.56,2.2025437388138194,0.61
1.05,Premium,E,SI1,0.59,2.1622880074553232,0.625
0.3,Premium,I,SI1,0.58,1.828894675890315,0.614
0.31,Very Good,H,IF,0.55,1.8956689326185665,0.613
1.0,Ideal,E,VS2,0.55,2.1641272998464784,0.62
0.37,Premium,F,VS2,0.58,1.926290362185661,0.627
0.73,Ideal,E,VS2,0.57,2.0982632959204235,0.616
0.35,Premium,D,SI1,0.59,1.904790491190101,0.618
0.32,Ideal,F,VVS1,0.56,1.9192727895270145,0.614
0.26,Very Good,F,VVS1,0.58,1.8750277384110652,0.608
1.12,Premium,D,SI2,0.59,2.147450596044055,0.605
1.54,Very Good,J,SI1,0.59,2.1878474155236223,0.612
0.51,Ideal,F,VVS2,0.56,2.0405707672908426,0.617
0.71,Premium,F,VS2,0.58,2.073926360991726,0.626
0.45,Very Good,G,SI2,0.61,1.8929613497370223,0.597
0.7,Very Good,G,VVS2,0.61,2.0824370506596344,0.602
1.23,Ideal,G,SI1,0.56,2.1725902963778587,0.614
1.75,Ideal,H,I1,0.55,2.187174241482718,0.616
1.5,Good,H,SI2,0.57,2.151413305192307,0.638
1.57,Very Good,I,VS1,0.58,2.227430419393285,0.627
0.58,Ideal,G,VS1,0.54,2.02035479922051,0.626
0.36,Premium,F,SI1,0.6,1.8940151699324026,0.616
0.51,Ideal,D,VS2,0.56,2.013301739175291,0.619
1.0,Very Good,F,SI2,0.58,2.1090003439213802,0.617
0.5,Premium,H,SI1,0.59,1.9451956081174444,0.587
0.93,Very Good,D,I1,0.6,2.063058062429312,0.634
0.32,Ideal,H,VVS2,0.55,1.8670215370618484,0.618
0.35,Ideal,E,VS1,0.551,1.894316057553147,0.616
0.35,Very Good,F,VVS1,0.56,1.918685762800442,0.622
0.31,Premium,E,VS2,0.59,1.9126487865035082,0.61
1.01,Very Good,F,SI2,0.57,2.1156529236424078,0.607
1.41,Very Good,F,SI2,0.59,2.184251906032181,0.614
2.74,Fair,J,I1,0.61,2.2064045345200767,0.649
0.96,Ideal,G,SI2,0.57,2.1115456455803683,0.621
1.13,Ideal,G,VS1,0.56,2.196557688348516,0.615
2.01,Premium,H,VS2,0.61,2.276754332959524,0.601
1.51,Fair,G,SI1,0.59,2.2048620044654306,0.65
1.21,Ideal,I,SI1,0.55,2.1471001901536506,0.624
1.04,Premium,E,SI2,0.57,2.1394777551238953,0.624
0.3,Ideal,I,VS1,0.56,1.823903922554622,0.614
1.01,Good,F,SI1,0.63,2.1377104498038118,0.616
0.31,Premium,F,VS2,0.58,1.9001653430718415,0.624
0.7,Very Good,I,VVS2,0.59,2.0527124819378115,0.634
0.53,Very Good,F,VVS2,0.56,2.020089547229565,0.597
1.02,Ideal,D,IF,0.57,2.267268747866478,0.63
0.32,Ideal,G,IF,0.55,1.920152683996454,0.619
0.9,Good,D,SI1,0.58,2.1211831132594745,0.638
1.17,Ideal,H,SI1,0.57,2.170081743180952,0.612
2.16,Very Good,I,SI1,0.6,2.2808506008480394,0.585
2.02,Premium,I,SI2,0.58,2.258842170046127,0.617
0.28,Ideal,D,VS2,0.57,1.8226119327108197,0.612
2.42,Premium,J,VS2,0.59,2.277369843852982,0.613
0.42,Very Good,G,SI1,0.55,1.9198594718553708,0.617
0.35,Ideal,D,VVS1,0.55,1.973108330885219,0.608
1.01,Fair,D,VS2,0.57,2.16481616324915,0.652
0.32,Ideal,G,VS1,0.55,1.8562979903656263,0.619
0.35,Premium,E,VS2,0.58,1.9303613186656832,0.616
0.41,Premium,E,VS1,0.59,1.943621818537301,0.619
1.02,Good,F,SI1,0.58,2.1408893539937472,0.633
1.11,Ideal,I,SI1,0.6,2.13853558098754,0.614
1.06,Very Good,F,SI1,0.58,2.1536209398540875,0.634
0.9,Very Good,E,SI1,0.58,2.1362943532726186,0.628
0.33,Ideal,G,VVS1,0.56,1.903449908580751,0.623
1.0,Good,D,SI1,0.56,2.156171074538509,0.642
0.32,Ideal,H,VS1,0.56,1.8453002361560848,0.602
0.3,Ideal,I,VVS1,0.56,1.8427693901358,0.624
0.31,Ideal,I,VS1,0.556,1.8309801823813363,0.613
0.33,Premium,D,SI2,0.58,1.863614906328483,0.627
2.08,Premium,H,SI2,0.6,2.238579763018133,0.6
0.38,Ideal,I,SI1,0.56,1.85081423200937,0.623
1.02,Good,J,SI2,0.56,2.1004689088719113,0.634
0.33,Ideal,I,IF,0.55,1.9157454490090462,0.621
0.7,Very Good,E,SI1,0.63,2.0397907360500436,0.591
1.0,Ideal,J,VS1,0.56,2.1197434009532037,0.623
0.97,Premium,G,SI1,0.58,2.1269213238641576,0.626
0.38,Ideal,F,IF,0.55,1.9798974113434495,0.622
0.7,Ideal,I,VS1,0.55,2.0556610130144324,0.618
1.18,Premium,J,SI2,0.6,2.121302995774754,0.613
0.32,Premium,G,VVS2,0.59,1.923080086555413,0.612
1.01,Good,H,VS2,0.61,2.14112442686742,0.635
0.32,Premium,E,VS2,0.58,1.9172166865850035,0.605
0.47,Ideal,E,VVS2,0.56,2.0354896541506533,0.615
1.0,Ideal,I,VS2,0.55,2.129896985168329,0.626
1.51,Very Good,F,SI1,0.57,2.21375387928743,0.631
0.33,Ideal,E,SI1,0.57,1.8272874752872004,0.596
0.5,Good,E,SI1,0.57,1.9450526386411842,0.64
0.38,Ideal,H,IF,0.58,1.9416152247724325,0.589
0.3,Ideal,F,VS1,0.56,1.8566104415476714,0.623
1.66,Good,J,VS2,0.54,2.2024332110436045,0.644
0.4,Ideal,I,SI1,0.55,1.8619072291301368,0.623
1.69,Premium,F,VS2,0.59,2.273774011139926,0.587
1.53,Premium,J,VVS1,0.59,2.2134259566742274,0.616
0.31,Very Good,E,VVS2,0.6,1.902704363179782,0.614
0.46,Ideal,F,SI2,0.547,1.9089497366394585,0.62
0.39,Ideal,G,IF,0.57,2.000533606574963,0.599
0.32,Very Good,H,VS2,0.57,1.8285734423507713,0.63
0.42,Ideal,D,VS2,0.55,1.9233723560299472,0.627
0.55,Very Good,F,SI1,0.56,1.9769934474690447,0.631
0.32,Ideal,D,VS2,0.57,1.8917556223867307,0.624
0.43,Good,E,SI2,0.55,1.8727248280511597,0.636
0.34,Ideal,G,VVS1,0.55,1.9164813383645012,0.621
1.01,Premium,E,VVS2,0.59,2.217136131161563,0.618
0.8,Ideal,H,VS2,0.56,2.086417155416261,0.606
1.29,Very Good,G,SI2,0.54,2.116857743065258,0.632
0.26,Very Good,G,VS2,0.57,1.7890892406721761,0.624
1.07,Ideal,E,SI2,0.57,2.150947918331086,0.614
1.17,Premium,D,VS1,0.59,2.221591933784514,0.617
1.01,Premium,G,VVS2,0.58,2.1938856760707046,0.607
0.71,Very Good,F,VS2,0.54,2.0929745559624204,0.63
1.02,Very Good,H,VS2,0.57,2.1545490141666415,0.624
0.62,Premium,G,VS2,0.59,2.017300145141986,0.609
1.2,Very Good,H,VS1,0.57,2.1963352931513356,0.602
1.0,Good,E,VS2,0.62,2.1647013856306594,0.615
1.38,Very Good,F,VS1,0.61,2.233342190251885,0.614
0.35,Premium,F,VS2,0.59,1.9182452665008296,0.62
0.77,Premium,J,VS2,0.58,2.013702299965746,0.623
1.2,Ideal,G,VVS2,0.55,2.213644583697398,0.623
0.36,Very Good,E,SI1,0.56,1.863614906328483,0.629
0.6,Very Good,G,VS2,0.59,2.012232791986386,0.629
0.59,Ideal,E,SI1,0.55,1.9951083932140852,0.622
1.5,Very Good,I,VS2,0.57,2.204641448663919,0.63
0.71,Premium,D,VVS1,0.59,2.1223812921710925,0.592
1.04,Very Good,E,SI1,0.56,2.1507151436559195,0.635
0.41,Premium,G,VS1,0.58,1.9268729430352292,0.607
1.2,Good,I,SI1,0.58,2.1469833608994726,0.623
0.7,Premium,G,SI1,0.62,2.049368857423543,0.59
0.9,Very Good,F,SI1,0.6,2.113963734051563,0.604
0.24,Premium,E,VVS1,0.58,1.8817525077547597,0.607
1.0,Very Good,E,VVS1,0.54,2.2252719898913753,0.627
1.34,Premium,E,IF,0.58,2.280237229330138,0.618
0.52,Ideal,D,VS1,0.57,2.022474286038583,0.621
0.3,Ideal,H,IF,0.55,1.8929613497370223,0.612
0.79,Very Good,E,VS2,0.56,2.1007136769553756,0.627
0.38,Ideal,F,VVS2,0.57,1.9484782771610234,0.61
1.04,Ideal,G,VS2,0.57,2.1696249657378153,0.62
1.01,Very Good,F,VS2,0.59,2.166307074701418,0.62
0.81,Very Good,F,SI1,0.57,2.074177712004737,0.613
0.9,Premium,G,SI2,0.61,2.087285695702885,0.619
0.36,Ideal,H,VVS1,0.5479999999999999,1.8929613497370223,0.62
1.53,Ideal,G,VVS2,0.59,2.265298508208029,0.614
0.23,Good,F,VVS2,0.61,1.8003887959261093,0.623
1.02,Ideal,G,VS2,0.57,2.16171253411263,0.626
